surname,variant,variant_source,country,country_source,attested_by,phonetic_skeleton
KANAFY,KANAFA,grammar,,,,knf
KANAJ,,,PL,register,pesel,kn
KANAK,,,PL,register,pesel,knk
KANAKIS,,,PL,register,pesel,knks
KANAL,,,PL,register,pesel,knl
KANAN,,,PL,register,pesel,knn
KANANOWICZ,,,PL,register,pesel,knnvc
KANAPA,KANAPY,grammar,PL,register,pesel,knp
KANAPATSKAYA,KANAPATSKAYY,grammar,PL,register,pesel,knptsk
KANAPATSKAYY,KANAPATSKAYA,grammar,,,,knptsk
KANAPORIS,,,PL,register,pesel,knprs
KANAPY,KANAPA,grammar,,,,knp
KANAR,,,PL,register,pesel,knr
KANARCZUK,,,PL,register,pesel,knrck
KANARECKI,,,PL,register,pesel,knrk
KANAREK,,,PL,register,pesel,knrk
KANAREK-DEDA,KANAREK-DEDY,grammar,PL,register,pesel,knrkdd
KANAREK-DEDY,KANAREK-DEDA,grammar,,,,knrkdd
KANARKIEWICZ,,,PL,register,pesel,knrkvc
KANARKOWSKA,KANARKOWSKI,grammar,PL,register,pesel,knrkvsk
KANARKOWSKI,KANARKOWSKA,grammar,PL,register,pesel,knrkvsk
KANARSKA,KANARSKI,grammar,PL,register,pesel,knrsk
KANARSKAJA,KANARSKAJY,grammar,PL,register,pesel,knrsk
KANARSKAJY,KANARSKAJA,grammar,,,,knrsk
KANARSKI,KANARSKA,grammar,PL,register,pesel,knrsk
KANARSZCZUK,,,PL,register,pesel,knrsck
KANARZEWSKA,KANARZEWSKI,grammar,PL,register,pesel,knrzvsk
KANARZEWSKI,KANARZEWSKA,grammar,,,,knrzvsk
KANAS,,,PL,register,pesel,kns
KANASIEWICZ,,,PL,register,pesel,knsvc
KANASIUK,,,PL,register,pesel,knsk
KANASZ,,,PL,register,pesel,kns
KANASZ-WOŹNY,,,PL,register,pesel,knsvzn
KANASZEWICZ,,,PL,register,pesel,knsvc
KANASZEWSKA,KANASZEWSKI,grammar,PL,register,pesel,knsvsk
KANASZEWSKI,KANASZEWSKA,grammar,PL,register,pesel,knsvsk
KANASZYC,,,PL,register,pesel,knsc
KANASZYK,,,PL,register,pesel,knsk
KANAT,,,PL,register,pesel,knt
KANATEK,,,PL,register,pesel,kntk
KANAWKA,KANAWKY,grammar,PL,register,pesel,knvk
KANAWKY,KANAWKA,grammar,,,,knvk
KANAŁEK,,,PL,register,pesel,knk
KANBIÇAK,,,PL,register,pesel,knbck
KANBUR,,,PL,register,pesel,knbr
KANC,,,PL,register,pesel,knc
KANCEK,,,PL,register,pesel,knsk
KANCEL,,,PL,register,pesel,knsl
KANCELARCZYK,,,PL,register,pesel,knslrck
KANCELARZ,,,PL,register,pesel,knslrz
KANCELISTA,KANCELISTY,grammar,PL,register,pesel,knslst
KANCELISTY,KANCELISTA,grammar,,,,knslst
KANCELKA,KANCELKY,grammar,PL,register,pesel,knslk
KANCELKY,KANCELKA,grammar,,,,knslk
KANCEREK,,,PL,register,pesel,knsrk
KANCERSKA,KANCERSKI,grammar,PL,register,pesel,knsrsk
KANCERSKI,KANCERSKA,grammar,PL,register,pesel,knsrsk
KANCERZ,,,PL,register,pesel,knsrz
KANCEW,,,PL,register,pesel,knsv
KANCHA,,,PL,register,pesel,knc
KANCHEN,,,PL,register,pesel,knsn
KANCI,,,PL,register,pesel,kns
KANCIAK,,,PL,register,pesel,knsk
KANCIAŁ,,,PL,register,pesel,kns
KANCIAŁA,KANCIAŁY,grammar,PL,register,pesel,kns
KANCIAŁY,KANCIAŁA,grammar,,,,kns
KANCIDROWSKA,KANCIDROWSKI,grammar,PL,register,pesel,knsdrvsk
KANCIDROWSKI,KANCIDROWSKA,grammar,PL,register,pesel,knsdrvsk
KAŃCIER,,,PL,register,pesel,knsr
KANCIK,,,PL,register,pesel,knsk
KANCIR,,,PL,register,pesel,knsr
KANCIRUK,,,PL,register,pesel,knsrk
KAŃCIURZEWSKA,KAŃCIURZEWSKI,grammar,PL,register,pesel,knsrzvsk
KAŃCIURZEWSKA,KANCIURZEWSKI,grammar,PL,register,pesel,knsrzvsk
KANCIURZEWSKI,KAŃCIURZEWSKA,grammar,PL,register,pesel,knsrzvsk
KANCIURZEWSKI,KANCIURZEWSKA,grammar,PL,register,pesel,knsrzvsk
KANCLER,,,PL,register,pesel,knclr
KANCLEROWICZ,,,PL,register,pesel,knclrvc
KANCLERSKA,KANCLERSKI,grammar,PL,register,pesel,knclrsk
KANCLERSKI,KANCLERSKA,grammar,PL,register,pesel,knclrsk
KANCLERZ,,,PL,register,pesel,knclrz
KANCLERZ-ZIMOCH,,,PL,register,pesel,knclrzmc
KANCLERZEWSKA,KANCLERZEWSKI,grammar,PL,register,pesel,knclrzvs
KANCLERZEWSKI,KANCLERZEWSKA,grammar,PL,register,pesel,knclrzvs
KANCNER,,,PL,register,pesel,kncnr
KANCOK,,,PL,register,pesel,knck
KANCULIS,,,PL,register,pesel,kncls
KANCUR,,,PL,register,pesel,kncr
KAŃCURZEWSKA,KAŃCURZEWSKI,grammar,PL,register,pesel,kncrzvsk
KAŃCURZEWSKA,KANCURZEWSKI,grammar,PL,register,pesel,kncrzvsk
KAŃCURZEWSKI,KAŃCURZEWSKA,grammar,PL,register,pesel,kncrzvsk
KAŃCURZEWSKI,KANCURZEWSKA,grammar,PL,register,pesel,kncrzvsk
KANCY,,,PL,register,pesel,knc
KANCYR,,,PL,register,pesel,kncr
KANCZAK,,,PL,register,pesel,knck
KANCZEW,,,PL,register,pesel,knsv
KAŃCZEWSKA,KAŃCZEWSKI,grammar,PL,register,pesel,knsvsk
KAŃCZEWSKA,KANCZEWSKI,grammar,PL,register,pesel,knsvsk
KAŃCZEWSKI,KAŃCZEWSKA,grammar,PL,register,pesel,knsvsk
KAŃCZEWSKI,KANCZEWSKA,grammar,PL,register,pesel,knsvsk
KANCZKOWSKA,KANCZKOWSKI,grammar,PL,register,pesel,knkvsk
KANCZKOWSKA,KAŃCZKOWSKI,grammar,PL,register,pesel,knkvsk
KANCZKOWSKI,KANCZKOWSKA,grammar,PL,register,pesel,knkvsk
KANCZKOWSKI,KAŃCZKOWSKA,grammar,PL,register,pesel,knkvsk
KAŃCZOK,,,PL,register,pesel,knck
KAŃCZUCKA,KAŃCZUCKI,grammar,PL,register,pesel,knck
KAŃCZUCKI,KAŃCZUCKA,grammar,PL,register,pesel,knck
KAŃCZUGA,KAŃCZUGY,grammar,PL,register,pesel,kncg
KAŃCZUGOWSKA,KAŃCZUGOWSKI,grammar,PL,register,pesel,kncgvsk
KAŃCZUGOWSKI,KAŃCZUGOWSKA,grammar,PL,register,pesel,kncgvsk
KAŃCZUGY,KAŃCZUGA,grammar,,,,kncg
KAŃCZUK,,,PL,register,pesel,knck
KAŃCZUKOWSKA,KAŃCZUKOWSKI,grammar,PL,register,pesel,knckvsk
KAŃCZUKOWSKI,KAŃCZUKOWSKA,grammar,PL,register,pesel,knckvsk
KAŃCZURA,KAŃCZURY,grammar,PL,register,pesel,kncr
KAŃCZURA,KANCZURY,grammar,PL,register,pesel,kncr
KANCZURSKA,KANCZURSKI,grammar,PL,register,pesel,kncrsk
KANCZURSKI,KANCZURSKA,grammar,PL,register,pesel,kncrsk
KAŃCZURY,KAŃCZURA,grammar,,,,kncr
KAŃCZURY,KANCZURA,grammar,,,,kncr
KAŃCZURZEWSKA,KAŃCZURZEWSKI,grammar,PL,register,pesel,kncrzvsk
KAŃCZURZEWSKA,KANCZURZEWSKI,grammar,PL,register,pesel,kncrzvsk
KAŃCZURZEWSKI,KAŃCZURZEWSKA,grammar,PL,register,pesel,kncrzvsk
KAŃCZURZEWSKI,KANCZURZEWSKA,grammar,PL,register,pesel,kncrzvsk
KAŃCZUŻEWSKA,KAŃCZUŻEWSKI,grammar,PL,register,pesel,knczvsk
KAŃCZUŻEWSKI,KAŃCZUŻEWSKA,grammar,PL,register,pesel,knczvsk
KAŃCZUŁA,KAŃCZUŁY,grammar,PL,register,pesel,knc
KAŃCZUŁY,KAŃCZUŁA,grammar,,,,knc
KANCZYDROWSKA,KANCZYDROWSKI,grammar,PL,register,pesel,kncdrvsk
KANCZYDROWSKI,KANCZYDROWSKA,grammar,PL,register,pesel,kncdrvsk
KANCZYK,,,PL,register,pesel,knck
KAŃCZYKOWSKA,KAŃCZYKOWSKI,grammar,PL,register,pesel,knckvsk
KAŃCZYKOWSKI,KAŃCZYKOWSKA,grammar,PL,register,pesel,knckvsk
KANDA,KANDY,grammar,PL,register,pesel,knd
KANDALSKA,KANDALSKI,grammar,PL,register,pesel,kndlsk
KANDALSKI,KANDALSKA,grammar,PL,register,pesel,kndlsk
KANDAR,,,PL,register,pesel,kndr
KANDARIAN,,,PL,register,pesel,kndrn
KANDE,,,PL,register,pesel,knd
KANDECKA,KANDECKI,grammar,PL,register,pesel,kndk
KANDECKI,KANDECKA,grammar,PL,register,pesel,kndk
KANDEFER,,,PL,register,pesel,kndfr
KANDEL,,,PL,register,pesel,kndl
KANDELA,KANDELY,grammar,PL,register,pesel,kndl
KANDELAKI,,,PL,register,pesel,kndlk
KANDELSKA,KANDELSKI,grammar,PL,register,pesel,kndlsk
KANDELSKI,KANDELSKA,grammar,PL,register,pesel,kndlsk
KANDELSZAJN,,,PL,register,pesel,kndlsn
KANDELY,KANDELA,grammar,,,,kndl
KANDER,,,PL,register,pesel,kndr
KANDERSKA,KANDERSKI,grammar,PL,register,pesel,kndrsk
KANDERSKI,KANDERSKA,grammar,PL,register,pesel,kndrsk
KANDIA,KANDIY,grammar,PL,register,pesel,knd
KANDIĆ,,,PL,register,pesel,kndc
KANDIKONDA,KANDIKONDY,grammar,PL,register,pesel,kndknd
KANDIKONDY,KANDIKONDA,grammar,,,,kndknd
KANDIL,,,PL,register,pesel,kndl
KANDILA,KANDILY,grammar,PL,register,pesel,kndl
KANDILY,KANDILA,grammar,,,,kndl
KANDIUK,,,PL,register,pesel,kndk
KANDIY,KANDIA,grammar,,,,knd
KANDLER,,,PL,register,pesel,kndlr
KANDORA,KANDORY,grammar,PL,register,pesel,kndr
KANDORY,KANDORA,grammar,,,,kndr
Kandratovich,Kondratowicz,curated,,,,kndrtvc
Kandratovich,Kondratovičs,curated,,,,kndrtvc
Kandratovich,Kondratovych,curated,,,,kndrtvc
KANDULA,KANDULY,grammar,PL,register,pesel,kndl
KANDULSKA,KANDULSKI,grammar,PL,register,pesel,kndlsk
KANDULSKA,KAŃDULSKI,grammar,PL,register,pesel,kndlsk
KANDULSKI,KANDULSKA,grammar,PL,register,pesel,kndlsk
KANDULSKI,KAŃDULSKA,grammar,PL,register,pesel,kndlsk
KANDULY,KANDULA,grammar,,,,kndl
KANDUT,,,PL,register,pesel,kndt
KAŃDUŁA,KAŃDUŁY,grammar,PL,register,pesel,knd
KAŃDUŁA,KANDUŁY,grammar,PL,register,pesel,knd
KAŃDUŁY,KAŃDUŁA,grammar,,,,knd
KAŃDUŁY,KANDUŁA,grammar,,,,knd
KANDY,KANDA,grammar,,,,knd
KANDYBA,KANDYBY,grammar,PL,register,pesel,kndb
KANDYBO,,,PL,register,pesel,kndb
KANDYBOWICZ,,,PL,register,pesel,kndbvc
KANDYBY,KANDYBA,grammar,,,,kndb
KANDYFER,,,PL,register,pesel,kndfr
KANDZIA,KANDZIY,grammar,PL,register,pesel,kndz
KANDZIA,KAŃDZIY,grammar,PL,register,pesel,kndz
KANDZIAK,,,PL,register,pesel,kndzk
KANDZIERSKA,KANDZIERSKI,grammar,PL,register,pesel,kndzrsk
KANDZIERSKI,KANDZIERSKA,grammar,PL,register,pesel,kndzrsk
KANDZIOR,,,PL,register,pesel,kndzr
KANDZIORA,KANDZIORY,grammar,PL,register,pesel,kndzr
KANDZIORA-GUŁA,KANDZIORA-GUŁY,grammar,PL,register,pesel,kndzrg
KANDZIORA-GUŁY,KANDZIORA-GUŁA,grammar,,,,kndzrg
KANDZIORRA,KANDZIORRY,grammar,PL,register,pesel,kndzr
KANDZIORRY,KANDZIORRA,grammar,,,,kndzr
KANDZIORY,KANDZIORA,grammar,,,,kndzr
KANDZIY,KANDZIA,grammar,,,,kndz
KANDZIY,KAŃDZIA,grammar,,,,kndz
KANDZORA,KANDZORY,grammar,PL,register,pesel,kndzr
KANDZORRA,KANDZORRY,grammar,PL,register,pesel,kndzr
KANDZORRY,KANDZORRA,grammar,,,,kndzr
KANDZORY,KANDZORA,grammar,,,,kndzr
KANDZOWSKA,KANDZOWSKI,grammar,PL,register,pesel,kndzvsk
KANDZOWSKI,KANDZOWSKA,grammar,PL,register,pesel,kndzvsk
KANE,,,PL,register,pesel,kn
KANECKA,KANECKI,grammar,PL,register,pesel,knk
KANECKI,KANECKA,grammar,PL,register,pesel,knk
KANEFKE,,,PL,register,pesel,knfk
KANEK,,,PL,register,pesel,knk
KANEKO,,,PL,register,pesel,knk
KANEL,,,PL,register,pesel,knl
KANELLAKI,,,PL,register,pesel,knlk
KANEPAJS,,,PL,register,pesel,knps
KANERT,,,PL,register,pesel,knrt
KANESHIRO,,,PL,register,pesel,knshr
KANFEL,,,PL,register,pesel,knfl
KANFOM,,,PL,register,pesel,knfm
KANFONIK,,,PL,register,pesel,knfnk
Kang,Jiang,curated,PL,register,pesel,kng
Kang,Qiáng,curated,PL,register,pesel,kng
Kang,Gang,curated,PL,register,pesel,kng
Kang,Hong,curated,PL,register,pesel,kng
Kang,King,sounds,PL,register,pesel,kng
Kang,König,sounds,PL,register,pesel,kng
Kang,Kong,sounds,PL,register,pesel,kng
Kang,Koenig,sounds,PL,register,pesel,kng
Kang,Kiang,sounds,PL,register,pesel,kng
Kang,Keong,sounds,PL,register,pesel,kng
KANGELIDIS,,,PL,register,pesel,knlds
KANGER,,,PL,register,pesel,knr
KANGIER,,,PL,register,pesel,knr
KAŃGOWSKA,KAŃGOWSKI,grammar,PL,register,pesel,kngvsk
KAŃGOWSKI,KAŃGOWSKA,grammar,PL,register,pesel,kngvsk
KANHEN,,,PL,register,pesel,knhn
KANIA,KANIY,grammar,PL,register,pesel,kn
KANIA-DZIEDZIC,,,PL,register,pesel,kndzdzc
KANIA-KANIOWSKA,KANIA-KANIOWSKI,grammar,PL,register,pesel,knknvsk
KANIA-KANIOWSKI,KANIA-KANIOWSKA,grammar,PL,register,pesel,knknvsk
KANIA-KUC,,,PL,register,pesel,knkc
KANIA-LEWANDOWSKA,KANIA-LEWANDOWSKI,grammar,PL,register,pesel,knlvndvs
KANIA-LEWANDOWSKI,KANIA-LEWANDOWSKA,grammar,,,,knlvndvs
KANIA-PIĄTKOWSKA,KANIA-PIĄTKOWSKI,grammar,PL,register,pesel,knptkvsk
KANIA-PIĄTKOWSKI,KANIA-PIĄTKOWSKA,grammar,,,,knptkvsk
KANIA-SIENIAWSKI,,,PL,register,pesel,knsnvsk
KANIABURKA,KANIABURKY,grammar,PL,register,pesel,knbrk
KANIABURKY,KANIABURKA,grammar,,,,knbrk
KANIAK,,,PL,register,pesel,knk
KANIARZ,,,PL,register,pesel,knrz
KANIASTA,KANIASTY,grammar,PL,register,pesel,knst
KANIASTY,KANIASTA,grammar,PL,register,pesel,knst
KANICKA,KANICKI,grammar,PL,register,pesel,knk
KANICKI,KANICKA,grammar,PL,register,pesel,knk
KANICZ,,,PL,register,pesel,knc
KANICZEK,,,PL,register,pesel,knsk
KANIECKA,KANIECKI,grammar,PL,register,pesel,knk
KANIECKI,KANIECKA,grammar,PL,register,pesel,knk
KANIEPIEŃ,,,PL,register,pesel,knpn
KANIERA,KANIERY,grammar,PL,register,pesel,knr
KANIERY,KANIERA,grammar,,,,knr
KANIESKA,KANIESKI,grammar,PL,register,pesel,knsk
KANIESKI,KANIESKA,grammar,PL,register,pesel,knsk
KANIEWICZ,,,PL,register,pesel,knvc
KANIEWSKA,KANIEWSKI,grammar,PL,register,pesel,knvsk
KANIEWSKA-KWIATKOWSKA,KANIEWSKA-KWIATKOWSKI,grammar,PL,register,pesel,knvskkvt
KANIEWSKA-KWIATKOWSKI,KANIEWSKA-KWIATKOWSKA,grammar,,,,knvskkvt
KANIEWSKA-WOŁOWICZ,,,PL,register,pesel,knvskvvc
KANIEWSKI,KANIEWSKA,grammar,PL,register,pesel,knvsk
KANIEWSKI-SMULCZYK,,,PL,register,pesel,knvsksml
KANIGOWSKA,KANIGOWSKI,grammar,PL,register,pesel,kngvsk
KANIGOWSKI,KANIGOWSKA,grammar,PL,register,pesel,kngvsk
KANIGOWSKI-DRYWA,,,PL,register,pesel,kngvskdr
KANIK,,,PL,register,pesel,knk
KANIKOWSKA,KANIKOWSKI,grammar,PL,register,pesel,knkvsk
KANIKOWSKI,KANIKOWSKA,grammar,PL,register,pesel,knkvsk
KANIKUŁA,KANIKUŁY,grammar,PL,register,pesel,knk
KANIKUŁY,KANIKUŁA,grammar,,,,knk
KANIN,,,PL,register,pesel,knn
KANIOK,,,PL,register,pesel,knk
KANIOR,,,PL,register,pesel,knr
KANIORSKA,KANIORSKI,grammar,PL,register,pesel,knrsk
KANIORSKI,KANIORSKA,grammar,PL,register,pesel,knrsk
KANIOS,,,PL,register,pesel,kns
KANIOSZ,,,PL,register,pesel,kns
KANIOWICZ,,,PL,register,pesel,knvc
KANIOWSKA,KANIOWSKI,grammar,PL,register,pesel,knvsk
KANIOWSKI,KANIOWSKA,grammar,PL,register,pesel,knvsk
KANISZCZAK,,,PL,register,pesel,knsck
KANISZEWSKA,KANISZEWSKI,grammar,PL,register,pesel,knsvsk
KANISZEWSKI,KANISZEWSKA,grammar,PL,register,pesel,knsvsk
KANIUCH,,,PL,register,pesel,knc
KANIUCKA,KANIUCKI,grammar,PL,register,pesel,knk
KANIUCKI,KANIUCKA,grammar,PL,register,pesel,knk
KANIUCZAK,,,PL,register,pesel,knck
KANIUCZOK,,,PL,register,pesel,knck
KANIUGA,KANIUGY,grammar,PL,register,pesel,kng
KANIUGY,KANIUGA,grammar,,,,kng
KANIUK,,,PL,register,pesel,knk
KANIUKA,KANIUKY,grammar,PL,register,pesel,knk
KANIUKY,KANIUKA,grammar,,,,knk
KANIUS,,,PL,register,pesel,kns
KANIUT,,,PL,register,pesel,knt
KANIUTH,,,PL,register,pesel,knt
KANIWIEC,,,PL,register,pesel,knvc
KANIY,KANIA,grammar,,,,kn
KANJ,,,PL,register,pesel,kn
KANJERSKA,KANJERSKI,grammar,PL,register,pesel,knrsk
KANJERSKI,KANJERSKA,grammar,PL,register,pesel,knrsk
KANKA,KANKY,grammar,PL,register,pesel,knk
KANKA,KAŃKY,grammar,PL,register,pesel,knk
KANKE,,,PL,register,pesel,knk
KANKIEWICZ,,,PL,register,pesel,knkvc
KAŃKO,,,PL,register,pesel,knk
KANKOFER,,,PL,register,pesel,knkfr
KANKOWSKA,KANKOWSKI,grammar,PL,register,pesel,knkvsk
KANKOWSKA,KAŃKOWSKI,grammar,PL,register,pesel,knkvsk
KANKOWSKA-FILIPIAK,,,PL,register,pesel,knkvskfl
KANKOWSKI,KANKOWSKA,grammar,PL,register,pesel,knkvsk
KANKOWSKI,KAŃKOWSKA,grammar,PL,register,pesel,knkvsk
KANKY,KANKA,grammar,,,,knk
KANKY,KAŃKA,grammar,,,,knk
KANMAZ,,,PL,register,pesel,knmz
KANN,,,PL,register,pesel,kn
KANNCHEN,,,PL,register,pesel,knsn
KANNENBERG,,,PL,register,pesel,knnbrg
KANNEWISZER,,,PL,register,pesel,knvsr
KANOFOCKI,,,PL,register,pesel,knfk
KANOLD-ŁASTAWIECKA,KANOLD-ŁASTAWIECKI,grammar,PL,register,pesel,knldstvk
KANOLD-ŁASTAWIECKI,KANOLD-ŁASTAWIECKA,grammar,,,,knldstvk
KANON,,,PL,register,pesel,knn
KANONIAK,,,PL,register,pesel,knnk
KANONICZAK,,,PL,register,pesel,knnck
KANONIENKO,,,PL,register,pesel,knnnk
KANONIK,,,PL,register,pesel,knnk
KANONIUK,,,PL,register,pesel,knnk
KANONOWICZ,,,PL,register,pesel,knnvc
KANOPA,KANOPY,grammar,PL,register,pesel,knp
KANOPY,KANOPA,grammar,,,,knp
KANOŚ,,,PL,register,pesel,kns
KANOUNI,,,PL,register,pesel,knn
KAŇOVSKÁ,,,PL,register,pesel,knvsk
KANOWNIK,,,PL,register,pesel,knvnk
KANOWSKA,KANOWSKI,grammar,PL,register,pesel,knvsk
KANOWSKI,KANOWSKA,grammar,PL,register,pesel,knvsk
KANOZA,KANOZY,grammar,PL,register,pesel,knz
KANOZY,KANOZA,grammar,,,,knz
KANS,,,PL,register,pesel,kns
KANSCHIK,,,PL,register,pesel,knsk
KANSCZYK,,,PL,register,pesel,knsck
KANSIK,,,PL,register,pesel,knsk
KAŃSKA,KAŃSKI,grammar,PL,register,pesel,knsk
KAŃSKI,KAŃSKA,grammar,PL,register,pesel,knsk
KANSO,,,PL,register,pesel,kns
KANSOU,,,PL,register,pesel,kns
KANSY,,,PL,register,pesel,kns
KANSY-BUDZICZ,,,PL,register,pesel,knsbdzc
KANT,,,PL,register,pesel,knt
KANT-ŁUCZYŃSKA,KANT-ŁUCZYŃSKI,grammar,PL,register,pesel,kntcnsk
KANT-ŁUCZYŃSKI,KANT-ŁUCZYŃSKA,grammar,PL,register,pesel,kntcnsk
KANTAK,,,PL,register,pesel,kntk
KANTALSKA,KANTALSKI,grammar,PL,register,pesel,kntlsk
KANTALSKI,KANTALSKA,grammar,PL,register,pesel,kntlsk
KANTANISTA,KANTANISTY,grammar,PL,register,pesel,kntnst
KANTANISTY,KANTANISTA,grammar,,,,kntnst
KANTAR,,,PL,register,pesel,kntr
KANTAREK,,,PL,register,pesel,kntrk
KANTAREWICZ,,,PL,register,pesel,kntrvc
KANTAROWICZ,,,PL,register,pesel,kntrvc
KANTAROWSKA,KANTAROWSKI,grammar,PL,register,pesel,kntrvsk
KANTAROWSKI,KANTAROWSKA,grammar,PL,register,pesel,kntrvsk
KANTARSKA,KANTARSKI,grammar,PL,register,pesel,kntrsk
KANTARSKI,KANTARSKA,grammar,PL,register,pesel,kntrsk
KANTARUK,,,PL,register,pesel,kntrk
KANTCHEN,,,PL,register,pesel,kntsn
KANTCZAK,,,PL,register,pesel,kntck
KANTÉ,,,PL,register,pesel,knt
KANTECKA,KANTECKI,grammar,PL,register,pesel,kntk
KANTECKI,KANTECKA,grammar,PL,register,pesel,kntk
KANTEK,,,PL,register,pesel,kntk
KANTEL,,,PL,register,pesel,kntl
KANTEL-NAJDER,,,PL,register,pesel,kntlndr
KANTELUK,,,PL,register,pesel,kntlk
KANTENWEIN,,,PL,register,pesel,kntnvn
KANTER,,,PL,register,pesel,kntr
KANTEREIT,,,PL,register,pesel,kntrt
KANTEREWICZ,,,PL,register,pesel,kntrvc
KANTERS,,,PL,register,pesel,kntrs
KANTHAK,,,PL,register,pesel,kntk
KANTIPUDI,,,PL,register,pesel,kntpd
KANTKOWSKA,KANTKOWSKI,grammar,PL,register,pesel,kntkvsk
KANTKOWSKI,KANTKOWSKA,grammar,PL,register,pesel,kntkvsk
KANTNER,,,PL,register,pesel,kntnr
KAŃTOCH,,,PL,register,pesel,kntc
KANTOLAK,,,PL,register,pesel,kntlk
KANTON,,,PL,register,pesel,kntn
KANTONISTYJ,,,PL,register,pesel,kntnst
KANTOR,,,PL,register,pesel,kntr
KANTOR-NOGA,KANTOR-NOGY,grammar,PL,register,pesel,kntrng
KANTOR-NOGY,KANTOR-NOGA,grammar,,,,kntrng
KANTORCZYK,,,PL,register,pesel,kntrck
KANTOREK,,,PL,register,pesel,kntrk
KANTOROSIŃSKA,KANTOROSIŃSKI,grammar,PL,register,pesel,kntrsnsk
KANTOROSIŃSKI,KANTOROSIŃSKA,grammar,PL,register,pesel,kntrsnsk
KANTOROWICZ,,,PL,register,pesel,kntrvc
KANTOROWSKA,KANTOROWSKI,grammar,PL,register,pesel,kntrvsk
KANTOROWSKI,KANTOROWSKA,grammar,PL,register,pesel,kntrvsk
KANTORSKA,KANTORSKI,grammar,PL,register,pesel,kntrsk
KANTORSKI,KANTORSKA,grammar,PL,register,pesel,kntrsk
KANTORYSIŃSKA,KANTORYSIŃSKI,grammar,PL,register,pesel,kntrsnsk
KANTORYSIŃSKI,KANTORYSIŃSKA,grammar,PL,register,pesel,kntrsnsk
KANTOW,,,PL,register,pesel,kntv
KANTOWICZ,,,PL,register,pesel,kntvc
KANTOWSKA,KANTOWSKI,grammar,PL,register,pesel,kntvsk
KANTOWSKI,KANTOWSKA,grammar,PL,register,pesel,kntvsk
KANTROWICZ,,,PL,register,pesel,kntrvc
KANTRZONKA,KANTRZONKY,grammar,PL,register,pesel,kntrznk
KANTRZONKA-SIKORSKI,,,PL,register,pesel,kntrznks
KANTRZONKY,KANTRZONKA,grammar,,,,kntrznk
KANTUR,,,PL,register,pesel,kntr
KANTURSKA,KANTURSKI,grammar,PL,register,pesel,kntrsk
KANTURSKI,KANTURSKA,grammar,PL,register,pesel,kntrsk
KANTY,,,PL,register,pesel,knt
KANTYKA,KANTYKY,grammar,PL,register,pesel,kntk
KANTYKY,KANTYKA,grammar,,,,kntk
KANTYLUK,,,PL,register,pesel,kntlk
KANTYŃSKA,KANTYŃSKI,grammar,PL,register,pesel,kntnsk
KANTYŃSKI,KANTYŃSKA,grammar,,,,kntnsk
KANTYPOWICZ,,,PL,register,pesel,kntpvc
KANU,,,PL,register,pesel,kn
KANUNNIKOW,,,PL,register,pesel,knnkv
KANUNNIKOWA,KANUNNIKOWY,grammar,PL,register,pesel,knnkv
KANUNNIKOWY,KANUNNIKOWA,grammar,,,,knnkv
KANURSKA,KANURSKI,grammar,PL,register,pesel,knrsk
KANURSKI,KANURSKA,grammar,PL,register,pesel,knrsk
KANUS,,,PL,register,pesel,kns
KANUT,,,PL,register,pesel,knt
KANWAI,,,PL,register,pesel,knv
KANWAL,,,PL,register,pesel,knvl
KANWISCHER,,,PL,register,pesel,knvsr
KANWISZER,,,PL,register,pesel,knvsr
KANY,,,PL,register,pesel,kn
KANYBEKOV,,,PL,register,pesel,knbkv
KANYGIN,,,PL,register,pesel,knn
KANYI MAINA,KANYI MAINY,grammar,PL,register,pesel,kn mn
KANYI MAINY,KANYI MAINA,grammar,,,,kn mn
KANYNBERG,,,PL,register,pesel,knnbrg
KANZ,,,PL,register,pesel,knz
KANZARI,,,PL,register,pesel,knzr
KANZAWA,,,PL,register,pesel,knzv
KANZLER,,,PL,register,pesel,knzlr
KANZLIERSCH,,,PL,register,pesel,knzlrs
KANZNER,,,PL,register,pesel,knznr
KANZY,,,PL,register,pesel,knz
Kao,Gao,curated,,,,k
Kao,Kei,sounds,,,,k
Kao,Ko,sounds,,,,k
Kao,Koo,sounds,,,,k
Kao,Ke,sounds,,,,k
Kao,Koa,sounds,,,,k
Kao,Kua,sounds,,,,k
Kao,Kou,sounds,,,,k
Kao,Kiu,sounds,,,,k
Kao,Kai,sounds,,,,k
KAOKA,KAOKY,grammar,PL,register,pesel,kk
KAOKY,KAOKA,grammar,,,,kk
KAP,,,PL,register,pesel,kp
KAPA,KAPY,grammar,PL,register,pesel,kp
KAPA,KĄPY,grammar,PL,register,pesel,kp
KAPACKA,KAPACKI,grammar,PL,register,pesel,kpk
KAPACKI,KAPACKA,grammar,PL,register,pesel,kpk
KAPACZ,,,PL,register,pesel,kpc
KAPACZUN,,,PL,register,pesel,kpcn
KAPACZYŃSKA,KAPACZYŃSKI,grammar,PL,register,pesel,kpcnsk
KAPACZYŃSKI,KAPACZYŃSKA,grammar,PL,register,pesel,kpcnsk
KAPADIA,KAPADIY,grammar,PL,register,pesel,kpd
KAPADIY,KAPADIA,grammar,,,,kpd
KAPAHNKE,,,PL,register,pesel,kphnk
KAPALA,KAPALY,grammar,PL,register,pesel,kpl
KAPALCZYK,,,PL,register,pesel,kplck
KAPALKA,KAPALKY,grammar,PL,register,pesel,kplk
